product_id,product_name,category,brand,price,stock_quantity,created_at
392,Máquina de Lavar 512Kg Electrolux,eletrodomesticos,Electrolux,5048.23,-5,2024-11-03
437,Notebook 65pol Samsung,informatica,Samsung,8834.34,-1,10/04/2026
353,Quadro Decorativo 8 Trinity,Decoração,Trinity,6625.26,,0000-00-00
76,Geladeira Frost Free 1L Consul,Eletrodomésticos,Consul,5004.19,197,2026-02-20
281,Ar Condicionado 4BTUs Electrolux,Eletrodomésticos,Electrolux,"3960,95",-1,2023-11-25T00:00:00
305,Cama Box Casal 12 Madesa,Móveis,Madesa,6618.65,371,
263,Rack para TV 6 Artely,MÃ³veis,Artely,5097.0,363,2026-01-18
57,Monitor 256pol Multilaser,informatica,Multilaser,"R$ 7.928,73",455,21/04/2025 00:00
25,Vaso Decorativo 2 Genérico,Decoração,Genérico,"R$ 4.458,68",-5,
24,Fone de Ouvido Bluetooth 3 Sony,Eletronicos,Sony,4770.98,,2025-01-10
383,Teclado Mecânico 128 Positivo,INFORMATICA,Positivo,4632.23,,28-01-2025
352,Fone de Ouvido Bluetooth 1 LG,ELETRONICOS,LG,"R$ 4.971,18",337,25-08-2025
465,SSD 512GB Dell,informatica,Dell,1124.98,,10/22/2023
355,Tapete 3x3 Casa Store,DecoraÃ§Ã£o,Casa Store,8003.24,-5,02/23/2025
27,Luminária de Mesa 512 Casa Store,DECORACAO,Casa Store,"4291,02",-1,2024/02/06
540,Rack para TV 256 Artely,MOVEIS,Artely,,-1,05/17/2024
146,Tapete 256x3 Kappesberg,DECORACAO,Kappesberg,"988,01",38,02/03/2026
